Rank,Name,Country,Single
2115,Yongtao Sun (孙永涛),China,569.94
2116,Angel Anampa,Peru,569.96
2117,Guanda Fu (符冠达),China,569.98
2118,Zeyu Gao (高泽宇),China,570.14
2119,Buddhi Setia Darma,Indonesia,570.18
2120,Tianlang Han (韩天朗),China,570.31
2121,Calven Lipec,Australia,570.42
2122,Takuma Daino (台野拓磨),Japan,570.43
2123,Matthew Prestwich,United Kingdom,570.46
2124,Conor Sullivan,Australia,570.51
2125,Meng-Jia Li (李孟家),Taiwan,570.53
2126,Daniel Tidsey,United Kingdom,570.6
2127,Brandon Stephens,USA,570.6
2128,Jake Geren,USA,570.65
2129,Ignacy Buczek,Poland,570.68
2130,Jinhan Wang (王金涵),China,570.76
2131,Dmitry Lavrov,Russia,570.78
2132,Andrew Park,USA,570.86
2133,Ming Rao (饶铭),China,571.0
2134,Nathan Azaria,Indonesia,571.22
2135,Gordon Choo,Australia,571.26
2136,Scott Robinson,United Kingdom,571.49
2137,Andrea Thull,Luxembourg,571.54
2138,Lachlan Ho,Australia,571.57
2139,Riccardo Pilan,Italy,571.59
2140,Yiming Liu (刘一鸣),China,571.6
2141,Jiaqi Liu (刘家奇),China,571.66
2142,Michael Rose,Canada,571.77
2143,Ben Sandlin,USA,571.79
2144,Nathan Cho,USA,571.85
2145,Mateusz Konarski,Poland,571.89
2146,Weiming Xu (徐伟明),China,571.9
2147,Yunhao Cai (蔡云浩),China,571.96
2148,Brian S. Degiuli,USA,571.98
2149,Swami Srinivasan,Australia,572.11
2150,Fan Li (李凡),China,572.33
2151,David Pearce,Australia,572.37
2152,Tsang Hon Pong (曾漢邦),Hong Kong,572.37
2153,Zelin Wang (王泽霖),China,572.41
2154,Moritz Lotz,Germany,572.56
2155,Joe Nowak,Germany,572.64
2156,Ricky Meiler,Germany,572.64
2157,Angel Omar Montiel Clavel,Mexico,572.72
2158,Abhishek Sathyanarayanan,India,572.75
2159,Matthew Harris,USA,572.9
2160,Gomain Ngernseng (โกเมน เงินเส็ง),Thailand,572.9
2161,Flavio Rimi,Italy,572.91
2162,Cody Ryan James,Malaysia,572.93
2163,Renato José Orrego Insfran,Paraguay,572.97
2164,Ramil Safiulin (Рамиль Сафиулин),Kazakhstan,573.14
2165,Samuel Cuellar Ramirez,El Salvador,573.19
2166,Rehaan Rasheed,India,573.21
2167,Diego Núñez,Chile,573.22
2168,Gang Ji (纪纲),China,573.22
2169,Bálint Bodor,Hungary,573.34
2170,Alejandro Marze Rossel,Bolivia,573.38
2171,Azamat Tuko,Russia,573.49
2172,Ruslan Morozov,Russia,573.52
2173,Jorge Limberg Balcazar Castillo,Bolivia,573.57
2174,Anup Adhikari,Nepal,573.62
2175,Tomasz Kiełbasa,Poland,573.66
2176,Kun-Hung Pan (潘昆宏),Taiwan,573.81
2177,Mihail Myshkin,Russia,573.83
2178,Bryan Melao,France,574.05
2179,Nicholas Fogo,Australia,574.28
2180,Yi Zhao (赵轶),China,574.31
2181,Xulang Li (黎旭朗),China,574.55
2182,Rodrigo Paz Vaca,Bolivia,574.6
2183,Igor Pfaffenrot,Germany,574.72
2184,Andrew Brinker,USA,574.76
2185,Lucas Kuczaj,Canada,574.79
2186,John Lexel Alejandrino,Philippines,574.82
2187,Yi-Chun Chen (陳奕均),Taiwan,574.84
2188,Krzysztof Żerucha,Poland,574.95
2189,Andrés Hisashi Suzuki,Peru,574.96
2190,Đỗ Văn Bằng,Vietnam,575.05
2191,Mateus Garcia Rodolfo,Brazil,575.26
2192,Oscar Alberto Ceballos Contreras,Venezuela,575.52
2193,Kent Thomson,Australia,575.56
2194,Barnabás Turi,Hungary,575.58
2195,Jakub Cabaj,Poland,575.66
2196,Łukasz Cichecki,Poland,575.7
2197,Dominic Heising,USA,575.97
2198,João Pedro dos Santos Costa,Brazil,576.0
2199,Michael,Indonesia,576.15
2200,Gerard McAteer,Ireland,576.43
2201,Manan Patel,India,576.51
2202,Taylor Cookmeyer,USA,576.55
2203,Víctor Gálvez,Uruguay,576.72
2204,Rasmus Hagnäs,Finland,576.84
2205,Igor Semyonov,Uzbekistan,577.05
2206,Antonio Bonessi,USA,577.08
2207,Brennan Arnold,USA,577.19
2208,Oliver Ling,Australia,577.28
2209,Oskar Matysik,Poland,577.3
2210,Ilyas Arystanbekov (Ильяс Арыстанбеков),Kazakhstan,577.46
2211,Yuwen Su (苏裕文),China,577.71
2212,Dmitriy Shevchenko,Russia,577.8
2213,Adam Runninger,USA,577.82
2214,Carlos Javier Hernández Castillo,Mexico,577.93
2215,Kristian Gil Caragan,Philippines,578.01
2216,Piotr Ochal,Poland,578.12
2217,Valentino Nuñez,Peru,578.38
2218,Thaddeus Ciras,USA,578.58
2219,Jiatong Jin (靳佳铜),China,578.62
2220,Tenghui Ni (倪腾辉),China,578.68
2221,Marcos Masini,Argentina,578.77
2222,Stone Amsbaugh,USA,578.77
2223,Leow Yi Jun (廖艺畯),Malaysia,578.78
2224,Raphael Christian Garcia,Philippines,578.8
2225,John Doeden,USA,578.85
2226,Juan Camilo Gallo Padilla,Colombia,578.85
2227,In Guk Lee,Korea,578.87
2228,Katelyn Hinkley,USA,578.98
2229,Louis-Alex Tremblay,Canada,579.07
2230,Levi Gibson,USA,579.27
2231,Wayne Pi,Taiwan,579.45
2232,Lorenzo Pillon,Italy,579.45
2233,Chen Kee Yen,Malaysia,579.51
2234,Dongfang Wang (王东方),China,579.66
2235,Patrick Kleverlaan,Australia,579.9
2236,Maximiliano Perez Madrid,Chile,580.23
2237,Michael Alexander,Australia,580.28
2238,Nathanael Morgan,USA,580.31
2239,Eric Fernandes Monteiro,Brazil,580.44
2240,Yikang Chen (陈毅康),China,580.63
2241,Khaknazar Abilda (Хакназар Абилда),Kazakhstan,580.73
2242,Oleg Martynov,Russia,580.76
2243,Haowei Zhang (张昊威),China,580.79
2244,Atis Prasitvatanakul (อธิษฐ์ ประสิทธิ์วัฒนะกุล),Thailand,580.84
2245,José Chávez,Paraguay,581.19
2246,Colm Fitz,Ireland,581.19
2247,Dmitriy Malahov (Дмитрий Малахов),Russia,581.32
2248,Yinjie Liu (刘胤颉),China,581.67
2249,Wei Ji (季炜),China,581.7
2250,Penghe Lin (林鹏河),China,581.72
2251,Kai Roff,United Kingdom,581.72
2252,Dominic Amrhein,Germany,581.72
2253,Marvin Orlando Salguero Pardo,Bolivia,581.73
2254,Samuel McKelvey,USA,581.8
2255,Stefan Retzlaff,Germany,582.16
2256,Mattia Francardi,Italy,582.21
2257,Renato Stopic,Bosnia and Herzegovina,582.36
2258,Esdras Rodolfo Toc Hi,Guatemala,582.39
2259,Weikang Zheng (郑炜康),China,582.63
2260,Devin Kennedy,USA,582.87
2261,Konstantin Krämer,Germany,582.88
2262,Franco Tomaselli,Argentina,582.91
2263,Kenn Mick Bautista,Philippines,582.91
2264,Jiawei Yao (姚嘉玮),China,583.08
2265,Kevin Gonzalez,Chile,583.09
2266,William Klauer,USA,583.36
2267,Ethan Rusnak,Canada,583.39
2268,Giovanny Coronado,Colombia,583.4
2269,Juho Arjanne,Finland,583.67
2270,Owen Brooks,USA,583.86
2271,Junxiang Hong (洪骏翔),China,583.96
2272,Aidar Aminev,Russia,584.37
2273,Rhys Campbell,Australia,584.42
2274,Daniel Méndez,Guatemala,584.51
2275,Michael Fung,Netherlands,584.55
2276,Linxiao Xu (徐林霄),China,584.57
2277,Xun Zhao (赵洵),China,584.85
2278,Johnathan Starkey,Australia,584.87
2279,Dartagnan Mullins,USA,584.92
2280,Lucca Emmanuel Pineli Simões,Brazil,584.98
2281,Yanhong Chen (陈燕宏),China,585.01
2282,Fedor Abaev,Russia,585.12
2283,Jeffrey Varga,USA,585.15
2284,Karla Struer Lund,Denmark,585.22
2285,Kim Junsu (김준수),Korea,585.23
2286,Fumiki Koseki (古関章記),Japan,585.43
2287,Li Wang (王礼),China,585.5
2288,Huiyuan Wang (王汇元),China,585.6
2289,Sondre Flateby,Norway,585.91
2290,Christopher Murillo Reyes,Mexico,585.97
2291,Dalton Nichols,USA,586.15
2292,Jack Ngo,USA,586.33
2293,Danang Adianto,Indonesia,586.44
2294,Alec Olson,USA,586.5
2295,Scott McGowan,USA,586.73
2296,Jaime Aguilera,Chile,586.9
2297,Marcel Nycz,Poland,586.95
2298,Jian Wu (吴建),China,587.07
2299,Oliver Wheat,United Kingdom,587.15
2300,Jakub Drobný,Slovakia,587.15
2301,Ming Tse Yuet Ming (謝乙銘),Hong Kong,587.19
2302,Xiang Meng (孟响),China,587.36
2303,Jairo Paez Castro,Colombia,587.39
2304,Samuel Simko,Slovakia,587.76
2305,Qi Zhou (周祺),China,587.96
2306,Sofian De Clercq,Belgium,587.98
2307,Sarah Strong,Canada,588.0
2308,Dilshawn Sidhu,Canada,588.06
2309,Sofiya Bondarenko,Ukraine,588.33
2310,Tianli Li (李田立),China,588.33
2311,Tongming Shi (石童鸣),China,588.33
2312,Michael DeLaRosa,USA,588.38
2313,Theo Lyholm,Denmark,588.4
2314,Giovane Rubin Fioravanti,Brazil,588.57
2315,DongHwan Lim (임동환),Korea,588.61
2316,Jiyanglin Li (李继杨霖),China,588.7
2317,Birk Bredland,Norway,588.78
2318,Nicolas Køster Christensen,Denmark,588.87
2319,Yilin Huang (黄奕霖),China,588.94
2320,Jiangshan Zha (查江山),China,589.12
2321,Ansh Iyer,India,589.14
2322,Shintaro Nishijo,Japan,589.28
2323,Nguyễn Việt Hoàng,Vietnam,589.29
2324,Santeri Laine,Finland,589.52
2325,Anonymous,USA,589.61
2326,Luis Alonso Inestroza Henriquez,El Salvador,589.62
2327,Stone Simpson,USA,589.64
2328,Przemysław Rogalski,Poland,589.88
2329,Andy Wong,USA,589.88
2330,Yutao Guo (郭宇韬),China,589.92
2331,Julien Gaboriaud,Canada,590.03
2332,Andrea Lo Sardo,Italy,590.27
2333,Josh Myers,USA,590.28
2334,Alberto Masó Molina,Spain,590.56
2335,Ruben Ramos,USA,590.62
2336,Jose Urrego-Gomez,Colombia,590.62
2337,Gabriel,Indonesia,590.64
2338,Lincheng Cai (蔡林成),China,590.66
2339,Stanisław Szyszka,Poland,590.79
2340,Zhijian Wang (王志坚),China,590.8
2341,Perry Nathaniel Gonzales,Philippines,590.95
2342,Kaiyi Li (李铠驿),China,591.08
2343,André Gustavo Zurita Ceceña,Mexico,591.08
2344,Sachio Iwasaki (岩崎幸生),Japan,591.17
2345,Ben Adcock,Australia,591.23
2346,Petar Petrov Konstantinov,Bulgaria,591.32
2347,CJ Dresdner,USA,591.34
2348,Carson Claud,USA,591.47
2349,Adam Greenwood,United Kingdom,591.65
2350,Alexander Sazonov (Александр Сазонов),Russia,591.65
2351,Evie Klein,USA,591.66
2352,Thomas Stokes,United Kingdom,591.67
2353,Yannick Richter,Germany,591.68
2354,Zihou Lu (陆子侯),China,591.74
2355,Zhiyuan Zhang (张智渊),China,591.76
2356,Qianqian Shao (邵千芊),China,591.78
2357,Konrad Leśniak,Poland,591.83
2358,Acchyut Jolly,India,591.92
2359,Yihua Li (李易华),China,591.96
2360,Viktor From,Sweden,592.01
2361,Yannick Balsiger,Switzerland,592.04
2362,Yuhao Sun (孙雨昊),China,592.2
2363,Tamerlan Bagdatov,Kazakhstan,592.24
2364,Claes Hedin,Sweden,592.25
2365,Alejandro Nicolay,Spain,592.26
2366,Wesley Vonk,Netherlands,592.37
2367,Jayson Sutanto,Indonesia,592.37
2368,Trevor Petersen,USA,592.42
2369,Nicholas Patterson,Canada,592.42
2370,Nguyễn Tuệ Sơn,Vietnam,592.42
2371,Juan Carlos Jimenez Torres,Mexico,592.48
2372,Patrick French,USA,592.72
2373,JianHan Choong,Malaysia,592.94
2374,José Cruz Lara Rojas,Mexico,593.13
2375,Xianqian Zou (邹贤谦),China,593.17
2376,Chris Peters,USA,593.23
2377,Michael Bame,USA,593.24
2378,Ben Hogan,USA,593.32
2379,Miles Christopher Walcott,USA,593.37
2380,Alonso Moreno,Mexico,593.38
2381,Tyler Brodzinski,USA,593.42
2382,Connor McLaughlin,USA,593.59
2383,Thomas Schmidt,Denmark,593.68
2384,Timo Norrkniivilä,Finland,593.71
2385,Jack Maddigan,New Zealand,593.77
2386,Jonathan Leistner,Germany,594.04
2387,Yunsu Nam (남윤수),Korea,594.08
2388,Nox Clémenceau,France,594.13
2389,Linyang He (何林洋),China,594.27
2390,Paolo Bartolucci,Italy,594.41
2391,Laura Ohrndorf,Germany,594.55
2392,Remo Pihel,Estonia,594.64
2393,Heng Wu (吴桁),China,594.74
2394,Adam Walker,USA,594.75
2395,Edward Xie,USA,594.76
2396,Michał Orylski,Poland,594.94
2397,Silas Starling,USA,594.99
2398,Yuan Xu (徐元),China,595.12
2399,Willi Mickein,Germany,595.18
2400,Serafim Weiß,Germany,595.31
2401,Maddie Clemmons,USA,595.46
2402,Chen-Pin Sun (孫振斌),Taiwan,595.56
2403,Alexander Helbok,Austria,595.61
2404,Chi-Tung Chen (陳智彤),Taiwan,595.83
2405,Simon Geertsema,New Zealand,595.84
2406,Damien Brewer,Australia,595.84
2407,Junlong Li (李俊龙),China,596.07
2408,Kamil Pawlak,Poland,596.27
2409,Lincoln Lim Ken Yang,Malaysia,596.28
2410,Jesus Gabriel Lafuente Gonzalez,Bolivia,596.29
2411,Marek Wójtowicz,Poland,596.45
2412,Antony Frackowiak,France,596.46
2413,Andre Subroto,Indonesia,596.72
2414,Noah Søkilde Damborg,Denmark,596.72
2415,Ramón Dersch,Germany,596.92
2416,Di Li (李迪),China,597.04
2417,Bille Janssen Lagarde,Philippines,597.12
2418,Ulrik Bredland,Norway,597.35
2419,Jhersson Cabezas Luizaga,Bolivia,597.36
2420,Austin Jensen,Canada,597.4
2421,Oleg Fomenkov,Russia,597.88
2422,Salvatore Russo,Italy,597.91
2423,Raman Shakya,Nepal,597.96
2424,Yong Rong Seng (杨荣盛),Malaysia,597.96
2425,Alasdair Paton,United Kingdom,598.2
2426,Tomáš Novotný,Czech Republic,598.3
2427,Toby Sainthouse,United Kingdom,598.49
2428,Daniel Pavelich,USA,598.55
2429,Yiqun Fan (樊轶群),China,598.65
2430,Vincent Chan,Netherlands,598.65
2431,Adam Golus,Poland,598.71
2432,Greg Austin,United Kingdom,598.83
2433,Joanna Hołdakowska,Poland,598.89
2434,Santino Maiorino,USA,598.97
2435,Philipp Schiemer,Austria,599.0
2436,Kacper Paweł Dworak,Poland,599.04
2437,Alfredo Vasquez Mendoza,Mexico,599.13
2438,Nora Christ,Germany,599.25
2439,Chris Van Der Brink,USA,599.29
2440,Daniel Anker Hermansen,Denmark,599.33
2441,Isagani Esteron,Philippines,599.41
2442,Enoch Gray,USA,599.41
2443,Ivan Kamyshan (Іван Камишан),Ukraine,599.42
2444,Yulun Wu (吴宇伦),China,599.54
2445,Benjamin Williams,USA,599.54
2446,Nguyễn Thành Đạt,Vietnam,599.86
2447,Mayron Blain,France,599.94
2448,Aquiles Sánchez Ochoa,Mexico,599.96
2449,Kornél Vermes,Hungary,600.03
2450,Yeon Kyun Park (박연균),Korea,600.13
2451,Paweł Wojciechowski,Poland,600.59
2452,Sergio Antonio Galvan Beltran,Mexico,600.7
2453,Hongjia Huang (黄鸿佳),China,600.73
2454,Ming-Huan Tsai (蔡旻桓),Taiwan,600.98
2455,Brian Bernabé Bolaños Arreaga,Guatemala,601.07
2456,Adrien Auvray Matyn,New Zealand,601.11
2457,Wei-Hao Huang (黃偉豪),Taiwan,601.23
2458,Kento Nakai (中井健斗),Japan,601.4
2459,Ethan Stevens,Australia,601.45
2460,Zhouyu Zhao (赵洲宇),China,601.46
2461,Andrew Hwang,USA,601.74
2462,Lucciano Florez,Peru,601.97
2463,Christian Manuel de Lange,New Zealand,601.98
2464,Thomas Sonnenberg Jarner,Denmark,602.21
2465,Claudio Bentivoglio,Italy,602.32
2466,Koh Youngjin (고영진),Korea,602.36
2467,Moritz Karl,Germany,602.38
2468,Carson Deibert,Canada,602.55
2469,Amarsanaa Enkhbaatar,Mongolia,602.74
2470,Rowan Curtin Illien,Ireland,602.74
2471,Nejc Ian Čurman,Slovenia,602.77
2472,Tianping Ding (丁天平),China,602.81
2473,James Markey Jr.,USA,602.9
2474,David Cipriano,USA,603.22
2475,Daniel Alejandro Bernal Ramirez,Colombia,603.25
2476,Junrong Wang (王军荣),China,603.27
2477,Sebastian Outh-Aut,Australia,603.33
2478,Albert Quiñones,Philippines,603.35
2479,Mateusz Adamczyk,Poland,603.38
2480,Bill Hammill,United Kingdom,603.41
2481,Carlos Samuel Delgado Sanchez,Mexico,603.5
2482,Michael Vass,Canada,603.54
2483,Magomed Bashtaev,Russia,603.73
2484,Boris Monakhov,Russia,603.76
2485,Tobias Christlieb,Germany,603.8
2486,Tijmen van der Ree,Netherlands,603.83
2487,Gaurav Taneja,India,603.94
2488,Marco Guarasci,Italy,603.96
2489,András Szigeti,Romania,603.96
2490,Shikai Jiang (江侍锴),China,604.0
2491,Zakarya Otair,Jordan,604.04
2492,Michael Kaiser,USA,604.12
2493,Tim Consemulder,Netherlands,604.12
2494,Pedro Henrique Maciel Ceccopieri Belo,Brazil,604.17
2495,Zhiqiang Kong (孔志强),China,604.23
2496,Edrian Oralde Tepait,Philippines,604.37
2497,Miguel Ángel Rubio Medina,Mexico,604.51
2498,Mia Sponseller,USA,604.69
2499,Ruohan Qiu (邱若寒),China,604.74
2500,Manuel Barrientos López,Mexico,605.08
2501,Ben Marlin,USA,605.66
2502,Paulo Salgado Alvarez,Chile,605.69
2503,Bowen Xiao (肖博文),China,605.75
2504,Aaron Spiller,Australia,605.78
2505,Andrey Bicharov,Russia,605.8
2506,Rodrigo Castañeda Lopez,Mexico,605.93
2507,Simone Ohler,Germany,605.96
2508,Jovan Elimar Neypes,Philippines,606.14
2509,Azlysha Azmi,Malaysia,606.32
2510,Lê Quốc Khánh,Vietnam,606.32
2511,Xusheng Hong (洪旭升),China,606.44
2512,Chris Mills,United Kingdom,606.92
2513,Genesis Vertudez,Philippines,607.02
2514,Zhihao Zhou (周志豪),China,607.06
2515,David Doty,USA,607.23
2516,Jacob Miko Tan,Philippines,607.23
2517,Lê Xuân Việt,Vietnam,607.26
2518,Hongyang Wang (王红洋),China,607.31
2519,Avishek Prajapati,Nepal,607.63
2520,Mikhail Andreev,Russia,607.85
2521,Nikita Loika,Belarus,607.89
2522,Hayden Craun,USA,607.89
2523,Marcin Bloch,Poland,608.03
2524,Michael Stocker,Germany,608.08
2525,Andrey Dyatlov,Russia,608.11
2526,Timothy Townley,USA,608.21
2527,Peng Huo (霍鹏),China,608.36
2528,Alison Meador,USA,608.4
2529,Siddharth Chhatbar,India,608.65
2530,Mara Oprea,Romania,608.74
2531,Joel Boon,USA,608.96
2532,Mathieu Hudon,Canada,608.99
2533,Ramesh Vidyasagar,Australia,609.11
2534,Quincy Tang (鄧子謙),Hong Kong,609.29
2535,Ruperto Diza,Philippines,609.33
2536,Andrew Cirincione,USA,609.36
2537,Trần Hùng Xuân Thịnh,Vietnam,609.38
2538,John Albright,USA,609.4
2539,Javier López Fernández,Spain,609.44
2540,Yngwie Onodera,Brazil,609.46
2541,Eben Quenneville,USA,609.49
2542,Patrick Hong,USA,609.95
2543,Kesava Kirupa,India,610.0
2544,Luis Eduardo Segura Melo,Colombia,610.05
2545,Yumu Tabuchi (田渕雄夢),Japan,610.08
2546,Shantanu Awale,India,610.13
2547,César Chalco Elías,Peru,610.59
2548,Muhammad Hafizuddin Akhtar Bin Mohd Zainal Abidin,Malaysia,610.62
2549,Lucas Jacobs,Canada,610.65
2550,Anatole Volongo,France,610.76
2551,Yu Jin (金煜),China,610.91
2552,Luís Felipe Hartmann,Brazil,610.96
2553,Daniele Lacalamita,Italy,611.11
2554,Tianzhao Jiang (姜天兆),China,611.26
2555,Theo Proferes,United Kingdom,611.28
2556,Emilis Dolgov,Lithuania,611.41
2557,Zach Ramer,Canada,611.44
2558,Zengchu Wu (吴增初),China,611.61
2559,Andrea Pappalardo,Italy,611.77
2560,Park Gyeong Yeol (박경열),Korea,611.84
2561,Chi-Lun Hung (洪啟倫),Taiwan,611.97
2562,Hanxin Ling (凌汉鑫),China,612.03
2563,Miha Rajter,Slovenia,612.24
2564,Sophia Burian,Germany,612.42
2565,Jorge Ströh,Germany,612.87
2566,Péter Róka,Hungary,612.9
2567,Tomek Bogdanik,Poland,612.93
2568,Clay Moore,USA,613.17
2569,Ree Brandel D. Cariaga,Philippines,613.2
2570,Dylan Swarts,South Africa,613.23
2571,Will Lambert,United Kingdom,613.51
2572,Tyler Fresh,USA,613.77
2573,Jack Ryan,USA,613.9
2574,Sebastiano Tronto,Italy,613.95
2575,Piotr Pojda,Poland,614.1
2576,Tatsuya Ookubo (大久保達也),Japan,614.27
2577,András Szermek,Hungary,614.34
2578,Jay Terrafranca,United Kingdom,614.55
2579,Jack Moseley,Canada,614.57
2580,Luis Angel Huerta Barrales,Mexico,614.8
2581,Scott Jacobus,USA,614.9
2582,Fabian Common,Germany,614.94
2583,Marcin Stachura,Poland,614.94
2584,Kook Ming-Jo,Malaysia,615.0
2585,Enrico Tenuti,Italy,615.07
2586,Juan Delgado Sanchez,Mexico,615.14
2587,Wei Wen (文卫),China,615.41
2588,Yen-Wei Li (李彥緯),Taiwan,615.44
2589,Qiuyu Yu (余秋雨),China,615.53
2590,Luke Hudlass-Galley,United Kingdom,615.57
2591,Óskar Pétursson,Iceland,615.74
2592,Seth Baulch,Australia,616.0
2593,Adoni Chaves Artiaga,Costa Rica,616.01
2594,Cendy Cahyo Rahmat,Indonesia,616.02
2595,Bradley Sampson,USA,616.07
2596,Thomas Anderson,USA,616.14
2597,Ilkka Kramer,Netherlands,616.2
2598,Andrew Shattuck,USA,616.23
2599,Gus Lipkin,USA,616.25
2600,Shukrullo Ibragimov,Tajikistan,616.36
2601,Agnes Maxelino,Indonesia,616.39
2602,Anton Smolyanyy,USA,616.42
2603,Steffen Nielsen,Denmark,616.71
2604,Jhoan Andrade,Ecuador,616.88
2605,Dongyoon Kwak (곽동윤),Korea,616.88
2606,Anne Huber,Germany,616.99
2607,Lee Zhen Wei,Singapore,617.11
2608,Hongyuan Fu (傅泓源),China,617.22
2609,Alfonso Esteban Cepeda Cádiz,Chile,617.32
2610,Kai Yang (杨凯),China,617.39
2611,Quinn Lawson,USA,617.42
2612,Bruno Fonsêca Coelho Lima,Brazil,617.5
2613,Angelo Cruz,USA,617.57
2614,Yuji Suse (巣瀬雄史),Japan,617.6
2615,Baramee Pookcharoen (บารมี พุกเจริญ),Thailand,617.63
2616,Ben Kopriva,USA,618.15
2617,Harry Taylor,United Kingdom,618.38
2618,Spencer Andersen,USA,618.48
2619,Thomas Allen,USA,618.59
2620,Corbin McKay,USA,618.66
2621,Alejandro Riveiro Rodríguez,Spain,618.8
2622,Ticiano Vilardi,Argentina,618.84
2623,Gil Merckx,Belgium,618.89
2624,Nguyễn Thành Tài,Vietnam,619.12
2625,Konstantin Jaehne,Germany,619.15
2626,William Medeiros,USA,619.19
2627,Oscar Rene Mejia Aguirre,El Salvador,619.21
2628,Simon Lai,Singapore,619.42
2629,Kyrylo Danyleiko (Кирило Данилейко),Ukraine,619.48
2630,Andrii Chernichko (Андрій Черничко),Ukraine,619.61
2631,Davis Joel Fonseca Rios,Panama,619.81
2632,Christian Gingrich,USA,619.85
2633,Ryan Johnson,USA,619.87
2634,Luca Böhme,Germany,619.88
2635,Luis Fernando Aldás Cuestas,Ecuador,619.98
2636,Janot Alabert Planas,Spain,620.18
2637,Guolang Deng (邓果琅),China,620.24
2638,Lance Bastien Loy,Philippines,620.24
2639,Alexandru Dima,Romania,620.27
2640,Timothy Loh,Australia,620.36
2641,Richard Tola,Greece,620.54
2642,Olli Vikstedt,Finland,620.78
2643,Kevin Rojas Tauma,Peru,620.79
2644,William Wright,United Kingdom,620.87
2645,Tiana Diachenko,Australia,620.96
2646,Jason Bauer,USA,621.09
2647,Ábris Galler,Hungary,621.15
