Rank,Name,Country,Single
2126,Zeyu Gao (高泽宇),China,570.14
2127,Buddhi Setia Darma,Indonesia,570.18
2128,Tianlang Han (韩天朗),China,570.31
2129,Calven Lipec,Australia,570.42
2130,Takuma Daino (台野拓磨),Japan,570.43
2131,Matthew Prestwich,United Kingdom,570.46
2132,Conor Sullivan,Australia,570.51
2133,Meng-Jia Li (李孟家),Taiwan,570.53
2134,Brandon Stephens,USA,570.6
2135,Daniel Tidsey,United Kingdom,570.6
2136,Jake Geren,USA,570.65
2137,Ignacy Buczek,Poland,570.68
2138,Jinhan Wang (王金涵),China,570.76
2139,Dmitry Lavrov,Russia,570.78
2140,Andrew Park,USA,570.86
2141,Ming Rao (饶铭),China,571.0
2142,Nathan Azaria,Indonesia,571.22
2143,Gordon Choo,Australia,571.26
2144,Scott Robinson,United Kingdom,571.49
2145,Andrea Thull,Luxembourg,571.54
2146,Lachlan Ho,Australia,571.57
2147,Riccardo Pilan,Italy,571.59
2148,Yiming Liu (刘一鸣),China,571.6
2149,Jiaqi Liu (刘家奇),China,571.66
2150,Michael Rose,Canada,571.77
2151,Ben Sandlin,USA,571.79
2152,Nathan Cho,USA,571.85
2153,Mateusz Konarski,Poland,571.89
2154,Weiming Xu (徐伟明),China,571.9
2155,Yunhao Cai (蔡云浩),China,571.96
2156,Brian S. Degiuli,USA,571.98
2157,Swami Srinivasan,Australia,572.11
2158,Fan Li (李凡),China,572.33
2159,David Pearce,Australia,572.37
2160,Tsang Hon Pong (曾漢邦),Hong Kong,572.37
2161,Zelin Wang (王泽霖),China,572.41
2162,Moritz Lotz,Germany,572.56
2163,Joe Nowak,Germany,572.64
2164,Ricky Meiler,Germany,572.64
2165,Angel Omar Montiel Clavel,Mexico,572.72
2166,Abhishek Sathyanarayanan,India,572.75
2167,Gomain Ngernseng (โกเมน เงินเส็ง),Thailand,572.9
2168,Matthew Harris,USA,572.9
2169,Flavio Rimi,Italy,572.91
2170,Cody Ryan James,Malaysia,572.93
2171,Renato José Orrego Insfran,Paraguay,572.97
2172,Ramil Safiulin (Рамиль Сафиулин),Kazakhstan,573.14
2173,Samuel Cuellar Ramirez,El Salvador,573.19
2174,Rehaan Rasheed,India,573.21
2175,Diego Núñez,Chile,573.22
2176,Gang Ji (纪纲),China,573.22
2177,Jacob Littleton,USA,573.24
2178,Bálint Bodor,Hungary,573.34
2179,Alejandro Marze Rossel,Bolivia,573.38
2180,Azamat Tuko,Russia,573.49
2181,Ruslan Morozov,Russia,573.52
2182,Jorge Limberg Balcazar Castillo,Bolivia,573.57
2183,Anup Adhikari,Nepal,573.62
2184,Tomasz Kiełbasa,Poland,573.66
2185,CJ Dresdner,USA,573.73
2186,Kun-Hung Pan (潘昆宏),Taiwan,573.81
2187,Mihail Myshkin,Russia,573.83
2188,Bryan Melao,France,574.05
2189,Nicholas Fogo,Australia,574.28
2190,Yi Zhao (赵轶),China,574.31
2191,Xulang Li (黎旭朗),China,574.55
2192,Rodrigo Paz Vaca,Bolivia,574.6
2193,Igor Pfaffenrot,Germany,574.72
2194,Andrew Brinker,USA,574.76
2195,Lucas Kuczaj,Canada,574.79
2196,John Lexel Alejandrino,Philippines,574.82
2197,Yi-Chun Chen (陳奕均),Taiwan,574.84
2198,Krzysztof Żerucha,Poland,574.95
2199,Andrés Hisashi Suzuki,Peru,574.96
2200,Đỗ Văn Bằng,Vietnam,575.05
2201,Mateus Garcia Rodolfo,Brazil,575.26
2202,Oscar Alberto Ceballos Contreras,Venezuela,575.52
2203,Kent Thomson,Australia,575.56
2204,Barnabás Turi,Hungary,575.58
2205,Jakub Cabaj,Poland,575.66
2206,Łukasz Cichecki,Poland,575.7
2207,Dominic Heising,USA,575.97
2208,João Pedro dos Santos Costa,Brazil,576.0
2209,Michael,Indonesia,576.15
2210,Gerard McAteer,Ireland,576.43
2211,Manan Patel,India,576.51
2212,Taylor Cookmeyer,USA,576.55
2213,Víctor Gálvez,Uruguay,576.72
2214,Rasmus Hagnäs,Finland,576.84
2215,Igor Semyonov,Uzbekistan,577.05
2216,Antonio Bonessi,USA,577.08
2217,Thomas Sonnenberg Jarner,Denmark,577.12
2218,Brennan Arnold,USA,577.19
2219,Oliver Ling,Australia,577.28
2220,Oskar Matysik,Poland,577.3
2221,Ilyas Arystanbekov (Ильяс Арыстанбеков),Kazakhstan,577.46
2222,Yuwen Su (苏裕文),China,577.71
2223,Dmitriy Shevchenko,Russia,577.8
2224,Adam Runninger,USA,577.82
2225,Carlos Javier Hernández Castillo,Mexico,577.93
2226,Kristian Gil Caragan,Philippines,578.01
2227,Piotr Ochal,Poland,578.12
2228,Valentino Nuñez,Peru,578.38
2229,Thaddeus Ciras,USA,578.58
2230,Jiatong Jin (靳佳铜),China,578.62
2231,Christian Cutter,USA,578.63
2232,Tenghui Ni (倪腾辉),China,578.68
2233,Lorenzo Pillon,Italy,578.75
2234,Henry Eyles,New Zealand,578.75
2235,Stone Amsbaugh,USA,578.77
2236,Marcos Masini,Argentina,578.77
2237,Leow Yi Jun (廖艺畯),Malaysia,578.78
2238,Raphael Christian Garcia,Philippines,578.8
2239,John Doeden,USA,578.85
2240,Juan Camilo Gallo Padilla,Colombia,578.85
2241,In Guk Lee,Korea,578.87
2242,Katelyn Hinkley,USA,578.98
2243,Louis-Alex Tremblay,Canada,579.07
2244,Levi Gibson,USA,579.27
2245,Wayne Pi,Taiwan,579.45
2246,Chen Kee Yen,Malaysia,579.51
2247,Miles Christopher Walcott,USA,579.54
2248,Dongfang Wang (王东方),China,579.66
2249,Patrick Kleverlaan,Australia,579.9
2250,Maximiliano Perez Madrid,Chile,580.23
2251,Michael Alexander,Australia,580.28
2252,Nathanael Morgan,USA,580.31
2253,Eric Fernandes Monteiro,Brazil,580.44
2254,Yikang Chen (陈毅康),China,580.63
2255,Khaknazar Abilda (Хакназар Абилда),Kazakhstan,580.73
2256,Oleg Martynov,Russia,580.76
2257,Haowei Zhang (张昊威),China,580.79
2258,Atis Prasitvatanakul (อธิษฐ์ ประสิทธิ์วัฒนะกุล),Thailand,580.84
2259,José Chávez,Paraguay,581.19
2260,Colm Fitz,Ireland,581.19
2261,Dmitriy Malahov (Дмитрий Малахов),Russia,581.32
2262,Yinjie Liu (刘胤颉),China,581.67
2263,Wei Ji (季炜),China,581.7
2264,Penghe Lin (林鹏河),China,581.72
2265,Dominic Amrhein,Germany,581.72
2266,Kai Roff,United Kingdom,581.72
2267,Marvin Orlando Salguero Pardo,Bolivia,581.73
2268,Samuel McKelvey,USA,581.8
2269,Stefan Retzlaff,Germany,582.16
2270,Mattia Francardi,Italy,582.21
2271,Renato Stopic,Bosnia and Herzegovina,582.36
2272,Esdras Rodolfo Toc Hi,Guatemala,582.39
2273,Weikang Zheng (郑炜康),China,582.63
2274,Devin Kennedy,USA,582.87
2275,Konstantin Krämer,Germany,582.88
2276,Franco Tomaselli,Argentina,582.91
2277,Kenn Mick Bautista,Philippines,582.91
2278,Jiawei Yao (姚嘉玮),China,583.08
2279,Kevin Gonzalez,Chile,583.09
2280,William Klauer,USA,583.36
2281,Ethan Rusnak,Canada,583.39
2282,Giovanny Coronado,Colombia,583.4
2283,Juho Arjanne,Finland,583.67
2284,Owen Brooks,USA,583.85
2285,Junxiang Hong (洪骏翔),China,583.96
2286,Aidar Aminev,Russia,584.37
2287,Rhys Campbell,Australia,584.42
2288,Daniel Méndez,Guatemala,584.51
2289,Michael Fung,Netherlands,584.55
2290,Linxiao Xu (徐林霄),China,584.57
2291,Xun Zhao (赵洵),China,584.85
2292,Johnathan Starkey,Australia,584.87
2293,Dartagnan Mullins,USA,584.92
2294,Lucca Emmanuel Pineli Simões,Brazil,584.98
2295,Yanhong Chen (陈燕宏),China,585.01
2296,Fedor Abaev,Russia,585.12
2297,Jeffrey Varga,USA,585.15
2298,Karla Struer Lund,Denmark,585.22
2299,Kim Junsu (김준수),Korea,585.23
2300,Fumiki Koseki (古関章記),Japan,585.43
2301,Li Wang (王礼),China,585.5
2302,Huiyuan Wang (王汇元),China,585.6
2303,Sondre Flateby,Norway,585.91
2304,Christopher Murillo Reyes,Mexico,585.97
2305,Jack Ngo,USA,586.33
2306,Danang Adianto,Indonesia,586.44
2307,Alec Olson,USA,586.5
2308,Scott McGowan,USA,586.73
2309,Jaime Aguilera,Chile,586.9
2310,Marcel Nycz,Poland,586.95
2311,Jian Wu (吴建),China,587.07
2312,Jakub Drobný,Slovakia,587.15
2313,Oliver Wheat,United Kingdom,587.15
2314,Ming Tse Yuet Ming (謝乙銘),Hong Kong,587.19
2315,Xiang Meng (孟响),China,587.36
2316,Jairo Paez Castro,Colombia,587.39
2317,Samuel Simko,Slovakia,587.76
2318,Nicolas Køster Christensen,Denmark,587.86
2319,Qi Zhou (周祺),China,587.96
2320,Sofian De Clercq,Belgium,587.98
2321,Sarah Strong,Canada,588.0
2322,Dilshawn Sidhu,Canada,588.06
2323,Sofiya Bondarenko,Ukraine,588.33
2324,Tongming Shi (石童鸣),China,588.33
2325,Tianli Li (李田立),China,588.33
2326,Michael DeLaRosa,USA,588.38
2327,Theo Lyholm,Denmark,588.4
2328,Giovane Rubin Fioravanti,Brazil,588.57
2329,DongHwan Lim (임동환),Korea,588.61
2330,Jiyanglin Li (李继杨霖),China,588.7
2331,Birk Bredland,Norway,588.78
2332,Yilin Huang (黄奕霖),China,588.94
2333,Jiangshan Zha (查江山),China,589.12
2334,Ansh Iyer,India,589.14
2335,Shintaro Nishijo,Japan,589.28
2336,Nguyễn Việt Hoàng,Vietnam,589.29
2337,Santeri Laine,Finland,589.52
2338,Anonymous,USA,589.61
2339,Luis Alonso Inestroza Henriquez,El Salvador,589.62
2340,Stone Simpson,USA,589.64
2341,Andy Wong,USA,589.88
2342,Przemysław Rogalski,Poland,589.88
2343,Yutao Guo (郭宇韬),China,589.92
2344,Julien Gaboriaud,Canada,590.03
2345,Nox Clémenceau,France,590.12
2346,Jack Maddigan,New Zealand,590.21
2347,Andrea Lo Sardo,Italy,590.27
2348,Josh Myers,USA,590.28
2349,Alberto Masó Molina,Spain,590.56
2350,Jose Urrego-Gomez,Colombia,590.62
2351,Ruben Ramos,USA,590.62
2352,Gabriel,Indonesia,590.64
2353,Lincheng Cai (蔡林成),China,590.66
2354,Stanisław Szyszka,Poland,590.79
2355,Zhijian Wang (王志坚),China,590.8
2356,Perry Nathaniel Gonzales,Philippines,590.95
2357,André Gustavo Zurita Ceceña,Mexico,591.08
2358,Kaiyi Li (李铠驿),China,591.08
2359,Sachio Iwasaki (岩崎幸生),Japan,591.17
2360,Ben Adcock,Australia,591.23
2361,Petar Petrov Konstantinov,Bulgaria,591.32
2362,Carson Claud,USA,591.47
2363,Adam Greenwood,United Kingdom,591.65
2364,Alexander Sazonov (Александр Сазонов),Russia,591.65
2365,Evie Klein,USA,591.66
2366,Thomas Stokes,United Kingdom,591.67
2367,Yannick Richter,Germany,591.68
2368,Zihou Lu (陆子侯),China,591.74
2369,Zhiyuan Zhang (张智渊),China,591.76
2370,Qianqian Shao (邵千芊),China,591.78
2371,Konrad Leśniak,Poland,591.83
2372,Alejandro Nicolay,Spain,591.84
2373,Acchyut Jolly,India,591.92
2374,Yihua Li (李易华),China,591.96
2375,Viktor From,Sweden,592.01
2376,Yannick Balsiger,Switzerland,592.04
2377,Yuhao Sun (孙雨昊),China,592.2
2378,Tamerlan Bagdatov,Kazakhstan,592.24
2379,Claes Hedin,Sweden,592.25
2380,Wesley Vonk,Netherlands,592.37
2381,Jayson Sutanto,Indonesia,592.37
2382,Nguyễn Tuệ Sơn,Vietnam,592.42
2383,Trevor Petersen,USA,592.42
2384,Nicholas Patterson,Canada,592.42
2385,Juan Carlos Jimenez Torres,Mexico,592.48
2386,Patrick French,USA,592.72
2387,JianHan Choong,Malaysia,592.94
2388,José Cruz Lara Rojas,Mexico,593.13
2389,Xianqian Zou (邹贤谦),China,593.17
2390,Chris Peters,USA,593.23
2391,Michael Bame,USA,593.24
2392,Ben Hogan,USA,593.32
2393,Alonso Moreno,Mexico,593.38
2394,Tyler Brodzinski,USA,593.42
2395,Connor McLaughlin,USA,593.59
2396,Thomas Schmidt,Denmark,593.68
2397,Timo Norrkniivilä,Finland,593.71
2398,Jonathan Leistner,Germany,594.04
2399,Yunsu Nam (남윤수),Korea,594.08
2400,Linyang He (何林洋),China,594.27
2401,Paolo Bartolucci,Italy,594.41
2402,Laura Ohrndorf,Germany,594.55
2403,Heng Wu (吴桁),China,594.74
2404,Adam Walker,USA,594.75
2405,Edward Xie,USA,594.76
2406,Michał Orylski,Poland,594.94
2407,Silas Starling,USA,594.99
2408,Yuan Xu (徐元),China,595.12
2409,Willi Mickein,Germany,595.18
2410,Serafim Weiß,Germany,595.31
2411,Maddie Clemmons,USA,595.46
2412,Chen-Pin Sun (孫振斌),Taiwan,595.56
2413,Alexander Helbok,Austria,595.61
2414,Chi-Tung Chen (陳智彤),Taiwan,595.83
2415,Simon Geertsema,New Zealand,595.84
2416,Damien Brewer,Australia,595.84
2417,Junlong Li (李俊龙),China,596.07
2418,Kamil Pawlak,Poland,596.27
2419,Lincoln Lim Ken Yang,Malaysia,596.28
2420,Jesus Gabriel Lafuente Gonzalez,Bolivia,596.29
2421,Marek Wójtowicz,Poland,596.45
2422,Antony Frackowiak,France,596.46
2423,Kacper Paweł Dworak,Poland,596.65
2424,Noah Søkilde Damborg,Denmark,596.72
2425,Andre Subroto,Indonesia,596.72
2426,Ramón Dersch,Germany,596.92
2427,Di Li (李迪),China,597.04
2428,Bille Janssen Lagarde,Philippines,597.12
2429,Ulrik Bredland,Norway,597.35
2430,Jhersson Cabezas Luizaga,Bolivia,597.36
2431,Austin Jensen,Canada,597.4
2432,Oleg Fomenkov,Russia,597.88
2433,Salvatore Russo,Italy,597.91
2434,Yong Rong Seng (杨荣盛),Malaysia,597.96
2435,Raman Shakya,Nepal,597.96
2436,Alasdair Paton,United Kingdom,598.2
2437,Tomáš Novotný,Czech Republic,598.3
2438,Toby Sainthouse,United Kingdom,598.49
2439,Daniel Pavelich,USA,598.55
2440,Vincent Chan,Netherlands,598.65
2441,Yiqun Fan (樊轶群),China,598.65
2442,Adam Golus,Poland,598.71
2443,Greg Austin,United Kingdom,598.83
2444,Joanna Hołdakowska,Poland,598.89
2445,Santino Maiorino,USA,598.97
2446,Philipp Schiemer,Austria,599.0
2447,Alfredo Vasquez Mendoza,Mexico,599.13
2448,Nora Christ,Germany,599.25
2449,Chris Van Der Brink,USA,599.29
2450,Daniel Anker Hermansen,Denmark,599.33
2451,Enoch Gray,USA,599.41
2452,Isagani Esteron,Philippines,599.41
2453,Ivan Kamyshan (Іван Камишан),Ukraine,599.42
2454,Yulun Wu (吴宇伦),China,599.54
2455,Benjamin Williams,USA,599.54
2456,Mia Sponseller,USA,599.76
2457,Nguyễn Thành Đạt,Vietnam,599.86
2458,Mayron Blain,France,599.94
2459,Aquiles Sánchez Ochoa,Mexico,599.96
2460,Kornél Vermes,Hungary,600.03
2461,Yeon Kyun Park (박연균),Korea,600.13
2462,Paweł Wojciechowski,Poland,600.59
2463,Sergio Antonio Galvan Beltran,Mexico,600.7
2464,Hongjia Huang (黄鸿佳),China,600.73
2465,Ming-Huan Tsai (蔡旻桓),Taiwan,600.98
2466,Brian Bernabé Bolaños Arreaga,Guatemala,601.07
2467,Daniel Alejandro Bernal Ramirez,Colombia,601.22
2468,Wei-Hao Huang (黃偉豪),Taiwan,601.23
2469,Kento Nakai (中井健斗),Japan,601.4
2470,Ethan Stevens,Australia,601.45
2471,Zhouyu Zhao (赵洲宇),China,601.46
2472,Andrew Hwang,USA,601.74
2473,Lucciano Florez,Peru,601.97
2474,Christian Manuel de Lange,New Zealand,601.98
2475,Simone Ohler,Germany,602.32
2476,Claudio Bentivoglio,Italy,602.32
2477,Koh Youngjin (고영진),Korea,602.36
2478,Moritz Karl,Germany,602.38
2479,Carson Deibert,Canada,602.55
2480,Amarsanaa Enkhbaatar,Mongolia,602.74
2481,Rowan Curtin Illien,Ireland,602.74
2482,Nejc Ian Čurman,Slovenia,602.77
2483,Tianping Ding (丁天平),China,602.81
2484,Marco Guarasci,Italy,602.83
2485,James Markey Jr.,USA,602.9
2486,David Cipriano,USA,603.22
2487,Junrong Wang (王军荣),China,603.27
2488,Sebastian Outh-Aut,Australia,603.33
2489,Albert Quiñones,Philippines,603.35
2490,Mateusz Adamczyk,Poland,603.38
2491,Bill Hammill,United Kingdom,603.41
2492,Luis Eduardo Segura Melo,Colombia,603.42
2493,Carlos Samuel Delgado Sanchez,Mexico,603.5
2494,Michael Vass,Canada,603.54
2495,Magomed Bashtaev,Russia,603.73
2496,Boris Monakhov,Russia,603.76
2497,Tobias Christlieb,Germany,603.8
2498,Tijmen van der Ree,Netherlands,603.83
2499,Gaurav Taneja,India,603.94
2500,András Szigeti,Romania,603.96
2501,Shikai Jiang (江侍锴),China,604.0
2502,Zakarya Otair,Jordan,604.04
2503,Tim Consemulder,Netherlands,604.12
2504,Michael Kaiser,USA,604.12
2505,Pedro Henrique Maciel Ceccopieri Belo,Brazil,604.17
2506,Zhiqiang Kong (孔志强),China,604.23
2507,Edrian Oralde Tepait,Philippines,604.37
2508,Miguel Ángel Rubio Medina,Mexico,604.51
2509,Ruohan Qiu (邱若寒),China,604.74
2510,Manuel Barrientos López,Mexico,605.08
2511,Ben Marlin,USA,605.66
2512,Paulo Salgado Alvarez,Chile,605.69
2513,Bowen Xiao (肖博文),China,605.75
2514,Aaron Spiller,Australia,605.78
2515,Andrey Bicharov,Russia,605.8
2516,Rodrigo Castañeda Lopez,Mexico,605.93
2517,Jovan Elimar Neypes,Philippines,606.14
2518,Lê Quốc Khánh,Vietnam,606.32
2519,Azlysha Azmi,Malaysia,606.32
2520,Xusheng Hong (洪旭升),China,606.44
2521,Genesis Vertudez,Philippines,607.02
2522,Zhihao Zhou (周志豪),China,607.06
2523,David Doty,USA,607.23
2524,Jacob Miko Tan,Philippines,607.23
2525,Lê Xuân Việt,Vietnam,607.26
2526,Hongyang Wang (王红洋),China,607.31
2527,Avishek Prajapati,Nepal,607.63
2528,Mikhail Andreev,Russia,607.85
2529,Hayden Craun,USA,607.89
2530,Nikita Loika,Belarus,607.89
2531,Marcin Bloch,Poland,608.03
2532,Michael Stocker,Germany,608.08
2533,Andrey Dyatlov,Russia,608.11
2534,Timothy Townley,USA,608.21
2535,Peng Huo (霍鹏),China,608.36
2536,Alison Meador,USA,608.4
2537,Siddharth Chhatbar,India,608.65
2538,Anatole Volongo,France,608.74
2539,Mara Oprea,Romania,608.74
2540,Joel Boon,USA,608.96
2541,Mathieu Hudon,Canada,608.99
2542,Ramesh Vidyasagar,Australia,609.11
2543,Quincy Tang (鄧子謙),Hong Kong,609.29
2544,Ruperto Diza,Philippines,609.33
2545,Andrew Cirincione,USA,609.36
2546,Trần Hùng Xuân Thịnh,Vietnam,609.38
2547,John Albright,USA,609.4
2548,Javier López Fernández,Spain,609.44
2549,Yngwie Onodera,Brazil,609.46
2550,Eben Quenneville,USA,609.49
2551,Patrick Hong,USA,609.95
2552,Kesava Kirupa,India,610.0
2553,Yumu Tabuchi (田渕雄夢),Japan,610.08
2554,Shantanu Awale,India,610.13
2555,César Chalco Elías,Peru,610.59
2556,Muhammad Hafizuddin Akhtar Bin Mohd Zainal Abidin,Malaysia,610.62
2557,Lucas Jacobs,Canada,610.65
2558,Yu Jin (金煜),China,610.91
2559,Luís Felipe Hartmann,Brazil,610.96
2560,Daniele Lacalamita,Italy,611.11
2561,Tianzhao Jiang (姜天兆),China,611.26
2562,Theo Proferes,United Kingdom,611.28
2563,Emilis Dolgov,Lithuania,611.41
2564,Zach Ramer,Canada,611.44
2565,Zengchu Wu (吴增初),China,611.61
2566,Andrea Pappalardo,Italy,611.77
2567,Park Gyeong Yeol (박경열),Korea,611.84
2568,Chi-Lun Hung (洪啟倫),Taiwan,611.97
2569,Luis Fernando Aldás Cuestas,Ecuador,612.03
2570,Hanxin Ling (凌汉鑫),China,612.03
2571,Miha Rajter,Slovenia,612.24
2572,Sophia Burian,Germany,612.42
2573,Jorge Ströh,Germany,612.87
2574,Péter Róka,Hungary,612.9
2575,Tomek Bogdanik,Poland,612.93
2576,Dylan Swarts,South Africa,613.14
2577,Clay Moore,USA,613.17
2578,Ree Brandel D. Cariaga,Philippines,613.2
2579,Will Lambert,United Kingdom,613.51
2580,Tyler Fresh,USA,613.77
2581,Jack Ryan,USA,613.9
2582,Sebastiano Tronto,Italy,613.95
2583,Piotr Pojda,Poland,614.1
2584,Tatsuya Ookubo (大久保達也),Japan,614.27
2585,András Szermek,Hungary,614.34
2586,Hongyuan Fu (傅泓源),China,614.55
2587,Jay Terrafranca,United Kingdom,614.55
2588,Jack Moseley,Canada,614.57
2589,Luis Angel Huerta Barrales,Mexico,614.8
2590,Scott Jacobus,USA,614.9
2591,Fabian Common,Germany,614.94
2592,Marcin Stachura,Poland,614.94
2593,Kook Ming-Jo,Malaysia,615.0
2594,Enrico Tenuti,Italy,615.07
2595,Juan Delgado Sanchez,Mexico,615.14
2596,Wei Wen (文卫),China,615.41
2597,Yen-Wei Li (李彥緯),Taiwan,615.44
2598,Qiuyu Yu (余秋雨),China,615.53
2599,Luke Hudlass-Galley,United Kingdom,615.57
2600,Óskar Pétursson,Iceland,615.74
2601,Seth Baulch,Australia,616.0
2602,Adoni Chaves Artiaga,Costa Rica,616.01
2603,Cendy Cahyo Rahmat,Indonesia,616.02
2604,Bradley Sampson,USA,616.07
2605,Thomas Anderson,USA,616.14
2606,Ilkka Kramer,Netherlands,616.2
2607,Andrew Shattuck,USA,616.23
2608,Gus Lipkin,USA,616.25
2609,Shukrullo Ibragimov,Tajikistan,616.36
2610,Agnes Maxelino,Indonesia,616.39
2611,Anton Smolyanyy,USA,616.42
2612,Steffen Nielsen,Denmark,616.71
2613,Dongyoon Kwak (곽동윤),Korea,616.88
2614,Jhoan Andrade,Ecuador,616.88
2615,Anne Huber,Germany,616.99
2616,Lee Zhen Wei,Singapore,617.11
2617,Alfonso Esteban Cepeda Cádiz,Chile,617.32
2618,Kai Yang (杨凯),China,617.39
2619,Quinn Lawson,USA,617.42
2620,Bruno Fonsêca Coelho Lima,Brazil,617.5
2621,Angelo Cruz,USA,617.57
2622,Yuji Suse (巣瀬雄史),Japan,617.6
2623,Baramee Pookcharoen (บารมี พุกเจริญ),Thailand,617.63
2624,Ben Kopriva,USA,618.15
2625,Harry Taylor,United Kingdom,618.38
2626,Spencer Andersen,USA,618.48
2627,Thomas Allen,USA,618.59
2628,Corbin McKay,USA,618.66
2629,Alejandro Riveiro Rodríguez,Spain,618.8
2630,Ticiano Vilardi,Argentina,618.84
2631,Gil Merckx,Belgium,618.89
2632,Nguyễn Thành Tài,Vietnam,619.12
2633,Konstantin Jaehne,Germany,619.15
2634,William Medeiros,USA,619.19
2635,Oscar Rene Mejia Aguirre,El Salvador,619.21
2636,Simon Lai,Singapore,619.42
2637,Kyrylo Danyleiko (Кирило Данилейко),Ukraine,619.48
2638,Davis Joel Fonseca Rios,Panama,619.51
2639,Andrii Chernichko (Андрій Черничко),Ukraine,619.61
2640,Christian Gingrich,USA,619.85
2641,Ryan Johnson,USA,619.87
2642,Luca Böhme,Germany,619.88
2643,Janot Alabert Planas,Spain,620.18
2644,Lance Bastien Loy,Philippines,620.24
2645,Guolang Deng (邓果琅),China,620.24
2646,Alexandru Dima,Romania,620.27
2647,Timothy Loh,Australia,620.36
2648,Richard Tola,Greece,620.54
2649,Olli Vikstedt,Finland,620.78
2650,Kevin Rojas Tauma,Peru,620.79
2651,William Wright,United Kingdom,620.87
2652,Tiana Diachenko,Australia,620.96
2653,Jason Bauer,USA,621.09
2654,Maverick Pearson,South Africa,621.13
2655,Ábris Galler,Hungary,621.15
2656,Sandro Mattenberger,Switzerland,621.19
2657,Fitri Nurul Ain,Brunei,621.19
2658,Haohan Zheng (郑皓涵),China,621.28
